Company ID,Address,City,Zip Code,Company Name,Industry,Latitude,Longitude,Last Outcome,Last Outreach Date,Days Since Last Contact,Next Step Due Countdown,Next Steps Due Date,Contact Status,Close Probability,Priority Score,UrgencyBand,Urgency Score,Totals
CID-COL001,7441 FM 1645,Timpson,75975,Colt's Welding Rig,Welding,31.81375122,-94.33065796,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-MET003,705 W Bradford St,Troup,75789,Metal Building Supplies of America,Metal Fabrication,32.14603806,-95.12770844,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-SEC001,10504 County Rd 490,Tyler,75706,"Second Generation Arc N Spark Welding, LLC",Welding,32.41078568,-95.33937836,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-GOT001,10598 US Highway 69 N,Tyler,75706,Gotcha Covered Metal and Portable Buildings,Metal Fabrication,32.41891861,-95.35562134,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-TEX002,11865 County Rd 46,Tyler,75704,Texas Steel Carports,Metal Fabrication,32.37438202,-95.36283112,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-GRA001,14266 County Rd 384,Tyler,75708,Graceland Portable Buildings Tyler Texas,Construction,32.41046906,-95.1699295,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-PRO001,16678 State Highway 155 S,Tyler,75703,Prolific Welding,Welding,32.2393837,-95.40462494,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-ULR001,2120 Tx-323 W Loop,Tyler,75701,Ulrich Lifestyle Structures - Retail Design Center,Construction,32.30305481,-95.32800293,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-HEA001,219 S Glenwood Blvd,Tyler,75702,Heavy Metal Welding & Custom Fabrication,Welding,32.34859467,-95.31789398,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-MEL001,2505 W NW Loop 323,Tyler,75702,Melvin Lewis Welding,Welding,32.38261032,-95.32855988,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-TUF001,3501 Tx-323 S Loop,Tyler,75701,Tuff Shed Tyler,Construction,32.30941772,-95.34059143,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-THE001,3901 Old Jacksonville Hwy,Tyler,75701,The Home Depot,Retail,32.30759048,-95.32336426,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-YOR001,4368 US Highway 271,Tyler,75708,York Welding and Fab,Welding,32.38507843,-95.27602386,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-TRA002,536 S Glenwood Blvd,Tyler,75702,Trac Ornamental Iron Inc.,Welding,32.34395599,-95.31212616,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-ETX002,10778 US Highway 69 N,Tyler,75706,Etx Steel - Tyler,Metal Fabrication,32.42141342,-95.35738373,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-REG001,10893 Us-271 S,Tyler,75708,Regal Machine,Metal Fabrication,32.41723251,-95.2270813,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-MCM001,11719 Laney Rd,Tyler,75708,Mcm Metal Buildings,Metal Fabrication,32.43349457,-95.18991089,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-TYL003,11721 US Highway 69 N,Tyler,75706,Tyler Tool & Fastener Inc.,Metal Fabrication,32.43014526,-95.36051941,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-CNC001,11790 FM 3270,Tyler,75708,Cnc Fabrication,Metal Fabrication,32.43505096,-95.19416046,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-STA002,11967 State Highway 64,Tyler,75704,Stainless Steel Fabricators,Metal Fabrication,32.35758209,-95.36488342,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-MET007,13437 Tx-110 S,Tyler,75707,Metalsmiths,Metal Fabrication,32.28450012,-95.24936676,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-LON005,1913 Brandon Dr,Tyler,75703,Lone Star Sheet Metal Works,Metal Fabrication,32.26622391,-95.27862549,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-WEL001,3220 Fm-2767,Tyler,75708,Weld Worx LLC,Metal Fabrication,32.35205078,-95.26455688,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-T G001,3227 US Highway 271,Tyler,75708,T&g Welding,Metal Fabrication,32.37818146,-95.28378296,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-HOL001,4301 Old Troup Hwy,Tyler,75707,Holliday Sheet Metal Co.,Metal Fabrication,32.30410385,-95.26636505,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-USA001,5636 Shirley Dr,Tyler,75708,USA Fabrication of E Texas,Metal Fabrication,32.38594818,-95.26435089,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-EAS001,676 County Rd 37,Tyler,75706,East Texas Metal Buildings LLC,Metal Fabrication,32.41440582,-95.2952652,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-CON002,729 N Fleishel Ave,Tyler,75702,Contract Manufacturers Ltd.,Metal Fabrication,32.3577652,-95.28801727,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-WRI101,Address Not Available Online,Tyler,75701,Wright's Gutter Company,Metal Fabrication,32.25876236,-95.56250763,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-WIL102,2700 Meadowlark Ln,Tyler,75701,Wilder's Seamless Gutters LLC,Metal Fabrication,32.3840065,-94.87705231,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-VME101,3300 S Broadway Ave # 205,Tyler,75701,Vme,Metal Fabrication,32.3128009,-95.3000581,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-VEN001,503 County Rd 3805,Tyler,75169,Venture Metals - Versatile Processing Group,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-VAN001,17580 FM 47,Tyler,,Van Zandt Steel,Metal Fabrication,32.69210434,-96.02734375,Not Contacted,,,30,2026/04/02,Cold,0.1,90,Medium,75,165
CID-URG101,Private Address,Tyler,75701,Urgent Welding & Fab,Metal Fabrication,31.92214394,-95.01251984,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-UPR103,10263 US Hwy 69 N,Tyler,75706,Up Risen Steel Building,Metal Fabrication,32.4141287,-95.353138,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-YOU101,1818 Capital Dr,Tyler,75701,Your Home by Harrys,Other,32.2964769,-95.3263353,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-YOS101,13739 State Hwy 155,Tyler,75703,Yosemite Roofing Tyler TX,Roofing,32.2814316,-95.3588719,Not Contacted,,,30,2026/04/02,Cold,0,18,Low,25,70.8
CID-YOR001,4368 US Highway 271,Tyler,75701,"York Welding and Fab4368 US Highway 271, Tyler, TX 7570832.38507843-95.27602386welders(903) 787-0755cid-h A001h&a Welding Fabrications Llc.2006 US-84 E, Palestine, TX 7580131.75107193-95.59772491welders",Welding,,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-TYL134,11721 US Hwy 69 N,Tyler,75706,Tyler Tool Fastener,Metal Fabrication,32.4301269,-95.3605168,Not Contacted,,,30,2026/04/02,Cold,0.4,27,Low,25,76.2
CID-TYL102,1111 E Olive St,Tyler,75702,Tyler Steel Company,Metal Fabrication,32.36317062,-95.2882843,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-XPR104,216 E Front St,Tyler,75702,Xpress Auto Diesel,Automotive,32.3469249,-95.2987547,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-WIL102,2700 Meadowlark Ln,Tyler,75701,Wilders Seamless Gutters,Gutter,32.323733,-95.2655872,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-TYL101,3535 Shiloh Rd,Tyler,75707,"Tyler Building Systems, LP",Metal Fabrication,32.2947197,-95.25236511,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-WIL101,Private Address,Tyler,,Wild Horse Welding,Welding,32.05636597,-95.12898254,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-WHO102,3401 W Shaw St,Tyler,75701,Wholesale Electric Supply,Electrical,32.3366833,-95.3378853,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-TYL121,3535 Shiloh Rd,Tyler,75707,Tyler Building Systems LP,Metal Fabrication,32.2949157,-95.2524477,Not Contacted,,,30,2026/04/02,Cold,0.4,27,Low,25,76.2
CID-WEA102,9464 FM 2767,Tyler,75708,Weatherford,Construction,32.3611709,-95.2465645,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-WAL103,5050 Troup Hwy,Tyler,75707,Walmart Auto Care Centers,Automotive,32.2980672,-95.2600891,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-WAL102,15463 State Hwy 64,Tyler,75704,Walker Heating Cooling,HVAC,32.3642441,-95.4252922,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-WAG101,"Tyler, TX 75703",Tyler,75703,Wagner Welding,Welding,32.2556612,-95.3207069,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42.6
CID-VIC126,1910 Se Loop 323,Tyler,75701,Victory Appliance Service,Appliance,32.3110004,-95.2782599,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-VEL102,4202 Republic Dr,Tyler,75701,Velocity Mechanical,Construction,32.3050025,-95.3277647,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TRI135,11836 County Rd 331,Tyler,75708,Tristar Machine,Metal Fabrication,32.4359118,-95.2695157,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-VAL103,13206 FM 3271,Tyler,75704,Valdez Building Systems,Construction,32.4148556,-95.3856811,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-UPT101,227 Tournament Rd,Tyler,75702,Uptown Refrigerationappliance Rpr,Appliance,32.3487721,-95.3387855,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-UNI102,1937 Brandon Dr,Tyler,75703,Universal Air Conditioning Experts,HVAC,32.2661558,-95.2780586,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TYL132,7922 S Broadway Ave,Tyler,75703,Tyler Roofing,Roofing,32.2601666,-95.3060031,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TYL131,414 N Bois D'arc Ave,Tyler,75702,Tyler Recycling Collection Center,Other,32.3541141,-95.303124,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TYL128,11910 County Rd 492,Tyler,75706,Tyler Pipe Coupling,Plumbing,32.43596268,-95.36261749,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TYL127,910 W Erwin St,Tyler,75702,Tyler Mobile Mechanic,Automotive,32.3501584,-95.3109051,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TYL123,829 Barclay Dr,Tyler,75703,Tyler Deck and Fence,Fence,32.2997918,-95.311385,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TYL122,1505 E Erwin St,Tyler,75702,Tyler Car Care,Automotive,32.3509349,-95.2825832,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TGW102,3227 US Highway 271,Tyler,75708,Tg Welding,Metal Fabrication,32.3782868,-95.2837922,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-TYL120,11959 County Rd 219,Tyler,75707,Tyler Auto Repair,Automotive,32.3181167,-95.2103899,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TYL119,2008 Broussard St,Tyler,75701,Tyler Auto,Automotive,32.3001324,-95.3264768,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TUT101,3338 Martha St,Tyler,75702,Tutor Fuller Plumbing,Plumbing,32.3745939,-95.341319,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TEX130,13229 County Rd 285,Tyler,75707,Texas Sheet Metal,Metal Fabrication,32.287545,-95.1810425,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-TRE106,13414 FM 206,Tyler,75709,Trendsetter Recycling,Other,32.3270221,-95.3935408,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TOR119,510 E Valentine St,Tyler,75702,Torreon Auto Electric Repair,Electrical,32.3593673,-95.2957309,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-TOO103,3621 FM 2767,Tyler,75708,Toole Tire,Automotive,32.3537199,-95.2616885,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TNT102,11682 State Highway 64 E,Tyler,75707,Tnt Muffler,Automotive,32.320161,-95.2155351,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TIS102,3013 Earl Campbell Pkwy,Tyler,75701,Tisd Career Training Center,Other,32.3289202,-95.3347607,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SUN101,3240 Birdwell Dr,Tyler,75701,Sunsource,Metal Fabrication,32.313046,-95.2824844,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-THE118,5117 Steel Rd,Tyler,75703,Thedford Construction,Construction,32.2926233,-95.328387,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-THE117,1700 Se Loop 323,Tyler,75701,The Storm Guys Auto Hail Repair Tyler TX,Automotive,32.3084959,-95.280707,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-THE115,3565 N NE Loop 323,Tyler,75708,The Reynolds Tyler,Other,32.3843546,-95.2671296,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-THE113,15388 State Highway 31 W,Tyler,75709,The on Site Mobile Auto Repair,Automotive,32.32786179,-95.42573547,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-THE112,1417 E Erwin St,Tyler,75702,The Mouse Head Lube Center Auto Repair,Plumbing,32.3508147,-95.2833408,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-THE109,2850 Tx-323 S Loop,Tyler,75701,The Catchall,Other,32.3177697,-95.3414825,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SPU101,3182 Tx-124 Loop,Tyler,75707,Spur Machine Works,Metal Fabrication,32.3360584,-95.2570276,Not Contacted,,,30,2026/04/02,Cold,0.2,90,High,85,46.2
CID-TEX129,8089 Tx-31,Tyler,75705,Texas Rain Pros,Gutter,32.3496968,-95.2552757,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-TEX128,11959 County Rd 219 #13,Tyler,75707,Texas Plumbing Pros,Plumbing,32.3181257,-95.2104423,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-TEX127,16720 State Hwy 155 Unit 304,Tyler,75703,Texas Native Metalworks,Welding,32.2383804,-95.4043464,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42.6
CID-SMO001,1800 Cherokee Trace,Tyler,,Smooth Fabrication,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-SIL001,1603 E US Highway 80,Tyler,,Silver Star Fabrication and Services,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-TEX122,10276 Robinson Dr,Tyler,75703,Texas Filter Service,HVAC,32.2993117,-95.336922,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-TEX121,13053 County Rd 411,Tyler,75706,Texas Electrical and Construction Solutions,Electrical,32.4566307,-95.4340418,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-TEX120,3815 Timms St # 106,Tyler,75701,Texas Electric,Electrical,32.3064312,-95.3310239,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-TEN107,3160 Tx-323 Loop,Tyler,75701,Tennison Automotive,Automotive,32.3035015,-95.3083565,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SHA001,#N/A,Tyler,75494,#N/A,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-SHA103,No Address,Tyler,77777,Shane Myers Construction & Fabrication,Metal Fabrication,77.77,77.77,Not Contacted,,,30,2026/04/02,Cold,0.1,40,,0,40
CID-SUP117,4588 Old Troup Hwy #20,Tyler,75707,Super Plumbers,Plumbing,32.3014376,-95.2638116,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SUP116,13087 Tx-110 N,Tyler,75704,Super Duty More Auto Repair,Automotive,32.4568634,-95.46714783,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-STO126,2320 E Erwin St Ste C,Tyler,75702,Stonebridge Heating Air Conditioning,HVAC,32.3519019,-95.2717403,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-STE132,401 Troup Hwy,Tyler,75701,Stewarts Donnybrook Automotive,Electrical,32.3255605,-95.2971055,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-STE101,17320 Old Bullard Rd,Tyler,75703,Steve's Window Cleaning,Other,,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-STE131,5711 S Broadway Ave,Tyler,75703,Stereo Video Center,Other,32.2866569,-95.304565,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SAF001,20 W & Frontage Rd,Tyler,75701,"Safeguard Metal Buildings, Inc. Van Divisioni-",Metal Fabrication,32.49971771,-95.59081268,Not Contacted,,,30,2026/04/02,Cold,0.1,50,Medium,75,125
CID-SRS101,10145 State Highway 64 E,Tyler,75707,Srs Building Products,Other,32.3319103,-95.2421669,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-ROY103,906 E Locust St,Tyler,75702,Roys Metal Recycling,Metal Fabrication,32.3526787,-95.2913314,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-SPE106,1820 Shiloh Rd Ste 1403,Tyler,75703,Speedy Dumpster Solutions Tyler,Other,32.2956835,-95.2806887,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SPE105,9186 Hwy 64,Tyler,75707,Specialty Auto Body,Automotive,32.320161,-95.2155351,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SPE104,2609 Tx-323 S Loop,Tyler,75701,Spea America,Other,32.3217658,-95.3426329,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SMA103,5111 Troup Hwy,Tyler,75707,Smartphone Er Repair Troup Phones Tablets Game Consoles and Laptop Repair,Plumbing,32.2939136,-95.2612257,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SMA102,1801 Tx-323 E Loop,Tyler,75701,Smartphone Er Repair Phones Tablets Game Consoles and Laptop Repairs,Plumbing,32.308552,-95.278554,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-SMA101,3841 State Highway 64 W,Tyler,75704,Smartphone Er Repair Phones Tablets Game Consoles and Laptop Repair 64,Plumbing,32.354855,-95.3463046,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-RAM001,2622 Goodnight Blvd,Tyler,,Ramirez Steel Erector Inc.,Metal Fabrication,32.69997406,-95.97969055,Not Contacted,,,30,2026/04/02,Cold,0.1,90,Medium,75,165
CID-SID105,120 W 5th St,Tyler,75701,Sidar Builders,Construction,32.3303656,-95.3019164,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SHE105,2020 Capital Dr,Tyler,75701,Shearer Supply Tyler,HVAC,32.2968366,-95.3284383,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SHA102,5575 Old Jacksonville Hwy,Tyler,75703,Shaw Projects Modules Tyler,Other,32.2877895,-95.3302383,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-RRM101,No Address,Tyler,77777,R&r Metal Roofing,Metal Fabrication,77.77,77.77,Not Contacted,,,30,2026/04/02,Cold,0.1,90,,0,90
CID-SER125,4827 Troup Hwy,Tyler,75703,Service Department Fairway Auto Center,Automotive,32.2979231,-95.2652471,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SCA102,9395 FM 2767,Tyler,75708,Scandrill,Construction,32.3619622,-95.2467269,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SAN102,2515 E Commerce St,Tyler,75702,Santiago Paint and Body,Automotive,32.3556204,-95.2694287,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-SJA102,3055 E 5th St,Tyler,75701,S J Automotive,Automotive,32.3322643,-95.2586293,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RUD102,1502 E Erwin St,Tyler,75702,Rudd Plumbing,Plumbing,32.351506,-95.2825533,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-RUB101,13213 State Hwy 155 Ste A,Tyler,75703,Rubadub Plumbing Tyler,Plumbing,32.2891514,-95.3521922,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-PAC102,10551 Pac Rd,Tyler,75707,Pacclad Petersen,Metal Fabrication,32.2904588,-95.2357853,Not Contacted,,,30,2026/04/02,Cold,0,90,High,85,46.2
CID-ROT105,12319 County Rd 1114,Tyler,75709,Rotorooter Plumbing Drain,Plumbing,32.3027282,-95.3453352,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-ROS109,625 W Dobbs St,Tyler,75701,Rosley Homes,Construction,32.3394841,-95.307606,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-ROO153,12654 Old Noonday Rd,Tyler,75703,Roofmaster Maintenance Roofing,Roofing,32.29798,-95.3388137,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-ROO152,4028 Stonebridge Dr,Tyler,75707,Roofing Tyler TX,Roofing,32.3039801,-95.2355541,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-ROO151,2100 W Shaw St,Tyler,75701,Roofing Contractors Tyler,Roofing,32.3367083,-95.3240476,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RON101,924 W Houston St,Tyler,75702,Ronin Gutter Co.,Gutter,,,Not Contacted,,,30,2026/04/02,Cold,0.1,60,Medium,75,135
CID-RON106,924 W Houston St,Tyler,75702,Ronin Gutter,Gutter,32.3435239,-95.3114145,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-ROB101,12604 State Highway 155 S,Tyler,75703,Robertson Automotive,Automotive,32.2994348,-95.3433588,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RLM101,1419 Lamar St,Tyler,75701,Rlm General Contractors Tyler,Construction,32.3232514,-95.2845941,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RIL102,12245 County Rd 289,Tyler,75707,Riley Harris Construction,Construction,32.2998185,-95.1720456,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-PAC102,10551 Pac Rd,Tyler,75707,Pac-clad | Petersen,Metal Fabrication,32.4971962,-95.41795349,Not Contacted,,,30,2026/04/02,Cold,,,,,
CID-RIC148,4801 Troup Hwy,Tyler,75703,Ricoh USA,Other,32.2990821,-95.2669745,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-RIC001,,Tyler,,Richmon Construction Services,Construction,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-REP120,12920 FM 2767,Tyler,75708,Republic Greenwood Farms Landfill,Other,32.3724491,-95.1883372,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-REN104,4097 Us-271,Tyler,75708,Renegade Custom Welding,Welding,32.3839892,-95.279929,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42.6
CID-REG102,3318 Timberlane Dr,Tyler,75701,Regal Roofing,Roofing,32.3237855,-95.2544886,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-REF102,240 S Sw Loop 323 Suite B,Tyler,75701,Referred Roofing and Construction,Roofing,32.3497285,-95.3427534,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-OPT001,12931 Tx-7,Tyler,,Option #,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-RED106,3101 State Highway 31 E,Tyler,75702,Redwood Constructionremodeling,Construction,32.3447571,-95.2602819,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RDT104,11681 US Highway 69 N,Tyler,75706,Rd Tires Welding,Automotive,32.4342206,-95.3674778,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RDR105,11258 County Rd 492,Tyler,75706,Rd Roofing Gutters Tree,Roofing,32.4348317,-95.3515162,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-RBR101,12927 Yancy Ln,Tyler,75707,Rb Roofing,Roofing,32.2899613,-95.1479277,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RAY102,1015 E Nutbush St,Tyler,75702,Rays Automotive,Automotive,32.3682747,-95.2897039,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RAM102,2306 W Shaw St,Tyler,75701,Ramos Roofing Remodeling,Roofing,32.3365088,-95.3272981,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-RAM103,10760 FM 850,Tyler,75705,Ramos Roofing and Remodling,Roofing,32.3548609,-95.2325722,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-OME104,1602 W Houston St,Tyler,75702,Omega Custom Fabrication,Metal Fabrication,32.3433114,-95.318199,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
CID-RAC105,2318 Tx-323 E Loop,Tyler,75701,Rac Rent a Center,HVAC,32.3122274,-95.2721374,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-OLD001,2407,Tyler,,Old Bull Steel Worxcounty Road,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-NEW002,2767,Tyler,,New Hope Energy Fabricationfm,Metal Fabrication,0,,Not Contacted,,,30,2026/04/02,Cold,0.1,40,Medium,75,115
CID-NEW101,5881 FM 2767,Tyler,75708,New Hope Energy Fabrication,Metal Fabrication,32.3580967,-95.2561494,Not Contacted,,,30,2026/04/02,Cold,0.4,27,Low,25,76.2
CID-QUA105,205 W Locust St,Tyler,75702,Quantum Photonics,Other,32.3530105,-95.3020182,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-QUA104,9335 Chisholm Trail,Tyler,75703,Quality Seamless Gutters,Gutter,32.2495433,-95.2913799,Not Contacted,,,30,2026/04/02,Cold,0,60,High,85,40.8
CID-PUR102,2565 W NW Loop 323,Tyler,75702,Purvis Industries,Other,32.3821704,-95.3293381,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-PUR101,605 Chase Dr,Tyler,75701,Pure Excellence Training Academy,Other,32.3074044,-95.3073424,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,39
CID-PRO114,719 W Front St #69,Tyler,75702,Proton Electric,Electrical,32.3470812,-95.3083903,Not Contacted,,,30,2026/04/02,Cold,0,50,High,85,42
CID-PRO111,527 E Erwin St,Tyler,75702,Protech Air Conditioning and Heating,HVAC,32.3507014,-95.295181,Not Contacted,,,30,2026/04/02,Cold,0.4,21,Low,25,72.6
CID-PRO110,5454 Oakridge Dr,Tyler,75706,Pro Tone Collision,Automotive,32.3790428,-95.2938957,Not Contacted,,,30,2026/04/02,Cold,0,70,High,85,42.6
