Company ID,Address,City,Zip Code,Company Name,Industry,Latitude,Longitude,Last Outcome,Last Outreach Date,Days Since Last Contact,Next Step Due Countdown,Next Steps Due Date,Contact Status,Close Probability,Priority Score,UrgencyBand,Urgency Score,Totals
CID-FRA101,284 VZ County Rd 1214,Canton,,Franklin Paving And Excavating,Excavation & Paving,,,Not Contacted,,,14,03/17/2026,0.55,90,50,Medium,75,60
CID-BIS101,3589 VZ County Rd 1701,Canton,,Bison Concrete & Construction,Concrete Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-OTW101,718 S Pacific St,Canton,,Otw Restoration Llc,Construction Construction,,,Not Contacted,,,14,03/17/2026,0.45,80,50,Medium,75,60
CID-PAD101,19386 Co Rd 3404,Canton,,Padgett Masonry Llc,Masonry Construction,,,Not Contacted,,,14,03/17/2026,0.45,80,50,Medium,75,60
CID-BRE101,,Canton,,Breaking Ground Outdoor Services,Land Management,,,Not Contacted,,,14,03/17/2026,0.45,80,50,Medium,75,60
CID-GIB101,501 E Garland St,Canton,,Gibson Service Company,Demolition Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-SAM101,945 VZ Co Rd 1906,Canton,,Sammons Services,Excavation,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-WAS101,12080 Co Rd 3612,Canton,,Waste Away Services Llc,Dumpster Rental,,,Not Contacted,,,14,03/17/2026,0.4,75,50,Medium,75,60
CID-MAI101,11298 Stuart St,Canton,,Mainline Storage,Storage Facility,,,Not Contacted,,,14,03/17/2026,0.35,70,50,Medium,75,60
CID-XAM101,11004 FM 773,Canton,,X Amp Construction,Home Builder,,,Not Contacted,,,14,03/17/2026,0.45,80,50,Medium,75,60
CID-LAN101,,Canton,,Landpro Services,Demolition Construction,,,Initial Contact,02/12/2026,19,-5,02/26/2026,0.55,90,50,Overdue,150,90
CID-ACH101,,Canton,,Achor Construction,Demolition Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-SCR101,14768 TX-110,Canton,,Scrap Metal Solutions Llc,Scrap & Waste Services,,,Not Interested,01/12/2026,50,-36,01/26/2026,0.4,75,50,Overdue,150,90
CID-OVI101,,Canton,,Oviedo's Demolition,Demolition Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-CON101,,Canton,,Concrete Solutions,Demolition Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-3GE101,,Canton,,3g Excavation Llc,Excavation,,,Not Contacted,,,14,03/17/2026,0.55,90,50,Medium,75,60
CID-TCX101,,Canton,,Tcx Land Management,Excavation,,,Not Contacted,,,14,03/17/2026,0.55,90,50,Medium,75,60
CID-MEY101,,Canton,,Meyer Excavating Llc,Excavation,,,Not Contacted,,,14,03/17/2026,0.45,80,50,Medium,75,60
CID-HOB101,,Canton,,Hobbs Services,Demolition Construction,,,Not Contacted,,,14,03/17/2026,0.5,85,50,Medium,75,60
CID-ALL004,407 N Adams St,Carthage,75633,Allred Sheet Metal,Metal Fabrication,32.15891266,-94.35189056,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-SAM002,942 County Rd 104,Carthage,75633,Sam’s Fab & Machine,Metal Fabrication,32.15403748,-94.39753723,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-RAN001,1676 Tx-149,Carthage,75633,Randy’s Portable Buildings Of Carthage,Construction,32.19023895,-94.37825775,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-SPA001,1084 Tx-7,Center,75935,"Spartan Structures, Llc",Construction,31.81878471,-94.15624237,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-CAM001,707 Southview Cir,Center,75935,Campbell Portable Buildings,Construction,31.78851891,-94.18412781,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-SMI002,17794 FM 3079,Chandler,75758,Smith-Fab Custom Steel Buildings,Metal Fabrication,32.25876236,-95.56250763,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-DRA001,2515 Fm-315,Chandler,75758,Dragonslayer Industries,Metal Fabrication,32.21475601,-95.50760651,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-SMI106,17794 Fm3079,Chandler,75758,Smithfab Custom Steel Buildings,Metal Fabrication,32.258658,-95.5624666,Not Contacted,,,14,2026/03/17,Cold,0,90,Medium,75,84
CID-DAN001,691 Sawmill Rd,Chandler,75758,Daniell Welding & Fabrication,Welding,32.30641174,-95.46841431,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-W W001,9388 County Rd 3407,Chandler,75758,W W Custom Welding,Welding,32.2724762,-95.5358963,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-RIP101,W 2nd St,Chandler,75758,Riprock Appliance Repair,Plumbing,32.2319094,-95.0502733,Not Contacted,,,14,2026/03/17,Cold,0,50,Medium,75,60
CID-PAL101,206 Broad St,Chandler,75758,Palady Air,Plumbing,32.3069019,-95.4798737,Not Contacted,,,14,2026/03/17,Cold,0,50,Medium,75,60
CID-FPO101,241 Tx-31,Chandler,75758,Fpo Plumbing And Heating,HVAC,32.3085049,-95.477632,Not Contacted,,,14,2026/03/17,Cold,0,50,Medium,75,60
CID-DAN102,691 Sawmill Rd,Chandler,75758,Daniell Welding Fabrication,Welding,32.3049411,-95.4718563,Not Contacted,,,14,2026/03/17,Cold,0,70,Medium,75,72
CID-ALL104,202 N Broad St,Chandler,75758,Allens Appliance Satellite Sales Service,Appliance,32.3067695,-95.4797843,Not Contacted,,,14,2026/03/17,Cold,0,50,Medium,75,60
CID-AIR103,104 Jones St,Chandler,75758,Air Chandler Heating Cooling,HVAC,32.3065665,-95.4785594,Not Contacted,,,14,2026/03/17,Cold,0,50,Medium,75,60
CID-PAU001,110 E Pease Ave,Crockett,75835,Paul Machine Welding,Welding,31.32281303,-95.46559906,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-KBL001,701 W Goliad Ave,Crockett,75835,Kbl Services,Welding,31.31486511,-95.46764374,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-BUR001,765 County Rd 845,Cushing,75760,Burgess Forge,Welding,31.6788044,-94.85823059,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-D J001,973 US Highway 259,Daingerfield,75638,D&j Dynamic Solutions Llc,Metal Fabrication,32.99990082,-94.71887207,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-150001,6315 FM 1504,Edgewood,75117,1504 Metal Shop,Welding,32.69071579,-95.89989471,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-INF001,7977 Tx-19,Edgewood,75117,Infinity Carports,Construction,32.6720047,-95.8379364,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-C4 002,3202 An County Rd 179,Elkhart,75839,C4 Steel Solutions,Metal Fabrication,31.57663727,-95.49830627,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-CAB001,125 FM 2324,Emory,75440,Cabrera Building Supply,Retail,32.83862305,-95.78632355,Not Contacted,,,14,2026/03/17,Cold,,50,Medium,75,60
CID-MET005,1540 FM 515,Emory,75440,Metal Workshop,Metal Fabrication,32.86571884,-95.72354126,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-JV 001,430 Rs County Rd 2400,Emory,75440,Jv Metal Buildings Llc,Metal Fabrication,32.79162598,-95.78542328,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-KUL001,4987 FM 275,Emory,75440,Kulp Steel Llc,Metal Fabrication,32.95559311,-95.77000427,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-JVM101,430 Rs County Rd 2400,Emory,75440,,Metal Fabrication,32.79162598,Jv Metal Buildings,Not Contacted,,,14,2026/03/17,Cold,0,90,Medium,75,84
CID-C H001,3593 Tx-19 S,Emory,75440,"C&h Carports, Inc.",Construction,32.82215881,-95.78484344,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-CAR001,3740 FM 2324,Emory,75440,"Carolina Carports, Inc.",Business to business,32.83852386,-95.84529877,Not Contacted,,,14,2026/03/17,Cold,,50,Medium,75,60
CID-WIN004,849 E Lennon Dr,Emory,75440,Winslow's Carports & Storage,Construction,32.86860657,-95.75598145,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-COR001,12675 County Rd 2922,Eustace,75124,Cornerstone Outdoor Structures,Construction,32.33425522,-96.04522705,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-JEF001,234 County Rd 1171,Fairfield,75840,Jefe's Welding Co Llc,Welding,31.75108528,-96.20821381,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-TAY001,10801 County Rd 1268,Flint,75762,Taylor Buildings Llc,Metal Fabrication,32.23028564,-95.34732819,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-LOT001,11272 County Rd 137,Flint,75762,Lott Sheet Metal,Metal Fabrication,32.20538712,-95.3456955,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-MET004,17536 State Highway 155 S,Flint,75762,Metal Buildings Etx,Metal Fabrication,32.22634506,-95.41217041,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-JOH001,1074 Evergreen Rd,Gilmer,75645,John Johnson Welding Services,Welding,32.66186142,-94.95658112,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-EAS005,1203 State Highway 155 S,Gilmer,75645,East Texas Duct Manufacturing,Metal Fabrication,32.74569321,-94.93451691,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-TOT001,1205 Industrial Blvd,Gilmer,75644,Total Quality Machining,Metal Fabrication,32.7178688,-94.94408417,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-JBR001,6880 Highland Rd,Gilmer,75645,Jbr Customs,Metal Fabrication,32.62475586,-94.82624054,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-MAY001,7525 US Highway 271 S,Gilmer,75645,Mayhan Fabricators Inc.,Metal Fabrication,32.62519073,-94.92169189,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
CID-AW 001,424 Floy Lee Rd,Gilmer,75645,Aw Welding And Fabrication,Welding,32.58477402,-94.83368683,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-SUP001,510 US Highway 271 S,Gilmer,75644,Superior Buildings And Carports,Construction,32.72292709,-94.94278717,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-LEL001,585 State Highway 155 S,Gilmer,75644,Leland's Sheds Of Gilmer - Rustic Ridge Outdoor Solutions,Construction,32.73646164,-94.9382782,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-BRA001,6013 FM 1404,Gilmer,75645,Brantley Welding & Fabrication,Welding,32.60934448,-95.00084686,Not Contacted,,,14,2026/03/17,Cold,,70,Medium,75,72
CID-TRA001,968 US Highway 271 S,Gilmer,75644,Tractor Supply Co.,Retail,32.71737289,-94.94372559,Not Contacted,,,14,2026/03/17,Cold,,50,Medium,75,60
CID-FEM001,520 E Broadway Ave,Gladewater,75647,Femco,Metal Fabrication,32.53466415,-94.93824768,Not Contacted,,,14,2026/03/17,Cold,,90,Medium,75,84
